I9_PR,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3
233,PR29,PR-5,PR-5.3,NA
2341,PR29,PR-5,PR-5.3,NA
2342,PR29,PR-5,PR-5.3,NA
2343,PR29,PR-5,PR-5.3,NA
2349,PR29,PR-5,PR-5.3,NA
235,PR29,PR-5,PR-5.3,NA
236,PR29,PR-5,PR-5.3,NA
2370,PR29,PR-5,PR-5.3,NA
2371,PR29,PR-5,PR-5.3,NA
2372,PR29,PR-5,PR-5.3,NA
2373,PR29,PR-5,PR-5.3,NA
244,PR29,PR-5,PR-5.3,NA
245,PR29,PR-5,PR-5.3,NA
246,PR29,PR-5,PR-5.3,NA
247,PR29,PR-5,PR-5.3,NA
248,PR29,PR-5,PR-5.3,NA
2491,PR29,PR-5,PR-5.3,NA
2499,PR29,PR-5,PR-5.3,NA
9654,PR29,PR-5,PR-5.3,NA
9722,PR29,PR-5,PR-5.3,NA
9733,PR29,PR-5,PR-5.3,NA
9734,PR29,PR-5,PR-5.3,NA
9735,PR29,PR-5,PR-5.3,NA
9997,PR29,PR-5,PR-5.3,NA
282,PR30,PR-5,PR-5.4,PR-5.4.1
283,PR30,PR-5,PR-5.4,PR-5.4.2
286,PR30,PR-5,PR-5.4,PR-5.4.3
287,PR30,PR-5,PR-5.4,PR-5.4.4
2121,PR31,PR-5,PR-5.5,PR-5.5.2
2122,PR31,PR-5,PR-5.5,PR-5.5.2
2129,PR31,PR-5,PR-5.5,PR-5.5.2
2211,PR31,PR-5,PR-5.5,PR-5.5.1
2212,PR31,PR-5,PR-5.5,PR-5.5.1
2219,PR31,PR-5,PR-5.5,PR-5.5.1
2411,PR31,PR-5,PR-5.5,PR-5.5.2
2412,PR31,PR-5,PR-5.5,PR-5.5.2
2419,PR31,PR-5,PR-5.5,PR-5.5.2
2501,PR31,PR-5,PR-5.5,PR-5.5.2
2502,PR31,PR-5,PR-5.5,PR-5.5.2
2509,PR31,PR-5,PR-5.5,PR-5.5.2
2611,PR31,PR-5,PR-5.5,PR-5.5.2
2612,PR31,PR-5,PR-5.5,PR-5.5.2
2619,PR31,PR-5,PR-5.5,PR-5.5.2
2721,PR31,PR-5,PR-5.5,PR-5.5.2
2722,PR31,PR-5,PR-5.5,PR-5.5.2
2723,PR31,PR-5,PR-5.5,PR-5.5.2
2724,PR31,PR-5,PR-5.5,PR-5.5.2
2729,PR31,PR-5,PR-5.5,PR-5.5.2
2811,PR31,PR-5,PR-5.5,PR-5.5.2
2819,PR31,PR-5,PR-5.5,PR-5.5.2
2911,PR31,PR-5,PR-5.5,PR-5.5.2
2912,PR31,PR-5,PR-5.5,PR-5.5.2
2919,PR31,PR-5,PR-5.5,PR-5.5.2
211,PR32,PR-5,PR-5.6,PR-5.6.2
2130,PR32,PR-5,PR-5.6,PR-5.6.2
2131,PR32,PR-5,PR-5.6,PR-5.6.2
2132,PR32,PR-5,PR-5.6,PR-5.6.2
2171,PR32,PR-5,PR-5.6,PR-5.6.2
2191,PR32,PR-5,PR-5.6,PR-5.6.2
2200,PR32,PR-5,PR-5.6,PR-5.6.1
2201,PR32,PR-5,PR-5.6,PR-5.6.1
2202,PR32,PR-5,PR-5.6,PR-5.6.1
222,PR32,PR-5,PR-5.6,PR-5.6.1
240,PR32,PR-5,PR-5.6,PR-5.6.2
2431,PR32,PR-5,PR-5.6,PR-5.6.2
2432,PR32,PR-5,PR-5.6,PR-5.6.2
2439,PR32,PR-5,PR-5.6,PR-5.6.2
2551,PR32,PR-5,PR-5.6,PR-5.6.2
2591,PR32,PR-5,PR-5.6,PR-5.6.2
2592,PR32,PR-5,PR-5.6,PR-5.6.2
2593,PR32,PR-5,PR-5.6,PR-5.6.2
260,PR32,PR-5,PR-5.6,PR-5.6.2
2691,PR32,PR-5,PR-5.6,PR-5.6.2
2741,PR32,PR-5,PR-5.6,PR-5.6.2
2751,PR32,PR-5,PR-5.6,PR-5.6.2
2752,PR32,PR-5,PR-5.6,PR-5.6.2
2791,PR32,PR-5,PR-5.6,PR-5.6.2
2991,PR32,PR-5,PR-5.6,PR-5.6.2
9621,PR32,PR-5,PR-5.6,PR-5.6.2
9653,PR32,PR-5,PR-5.6,PR-5.6.2
9721,PR32,PR-5,PR-5.6,PR-5.6.2
9732,PR32,PR-5,PR-5.6,PR-5.6.2
214,PR33,PR-5,PR-5.7,PR-5.7.6
2161,PR33,PR-5,PR-5.7,PR-5.7.6
2162,PR33,PR-5,PR-5.7,PR-5.7.6
2169,PR33,PR-5,PR-5.7,PR-5.7.6
2172,PR33,PR-5,PR-5.7,PR-5.7.6
2199,PR33,PR-5,PR-5.7,PR-5.7.6
2231,PR33,PR-5,PR-5.7,PR-5.7.1
2239,PR33,PR-5,PR-5.7,PR-5.7.1
2241,PR33,PR-5,PR-5.7,PR-5.7.1
2242,PR33,PR-5,PR-5.7,PR-5.7.1
2250,PR33,PR-5,PR-5.7,PR-5.7.1
2251,PR33,PR-5,PR-5.7,PR-5.7.1
2252,PR33,PR-5,PR-5.7,PR-5.7.1
2253,PR33,PR-5,PR-5.7,PR-5.7.1
2260,PR33,PR-5,PR-5.7,PR-5.7.1
2261,PR33,PR-5,PR-5.7,PR-5.7.1
2262,PR33,PR-5,PR-5.7,PR-5.7.1
2263,PR33,PR-5,PR-5.7,PR-5.7.1
2264,PR33,PR-5,PR-5.7,PR-5.7.1
2271,PR33,PR-5,PR-5.7,PR-5.7.1
2279,PR33,PR-5,PR-5.7,PR-5.7.1
229,PR33,PR-5,PR-5.7,PR-5.7.6
242,PR33,PR-5,PR-5.7,PR-5.7.6
251,PR33,PR-5,PR-5.7,PR-5.7.6
252,PR33,PR-5,PR-5.7,PR-5.7.6
253,PR33,PR-5,PR-5.7,PR-5.7.6
254,PR33,PR-5,PR-5.7,PR-5.7.6
2559,PR33,PR-5,PR-5.7,PR-5.7.6
2594,PR33,PR-5,PR-5.7,PR-5.7.6
2599,PR33,PR-5,PR-5.7,PR-5.7.6
2621,PR33,PR-5,PR-5.7,PR-5.7.6
2629,PR33,PR-5,PR-5.7,PR-5.7.6
2630,PR33,PR-5,PR-5.7,PR-5.7.2
2631,PR33,PR-5,PR-5.7,PR-5.7.2
2632,PR33,PR-5,PR-5.7,PR-5.7.2
2641,PR33,PR-5,PR-5.7,PR-5.7.6
2642,PR33,PR-5,PR-5.7,PR-5.7.6
2649,PR33,PR-5,PR-5.7,PR-5.7.6
2699,PR33,PR-5,PR-5.7,PR-5.7.6
270,PR33,PR-5,PR-5.7,PR-5.7.6
271,PR33,PR-5,PR-5.7,PR-5.7.6
2731,PR33,PR-5,PR-5.7,PR-5.7.6
2732,PR33,PR-5,PR-5.7,PR-5.7.6
2742,PR33,PR-5,PR-5.7,PR-5.7.6
2743,PR33,PR-5,PR-5.7,PR-5.7.6
2749,PR33,PR-5,PR-5.7,PR-5.7.6
2753,PR33,PR-5,PR-5.7,PR-5.7.6
2754,PR33,PR-5,PR-5.7,PR-5.7.3
2755,PR33,PR-5,PR-5.7,PR-5.7.6
2756,PR33,PR-5,PR-5.7,PR-5.7.6
2757,PR33,PR-5,PR-5.7,PR-5.7.6
2759,PR33,PR-5,PR-5.7,PR-5.7.6
2761,PR33,PR-5,PR-5.7,PR-5.7.6
2762,PR33,PR-5,PR-5.7,PR-5.7.4
2763,PR33,PR-5,PR-5.7,PR-5.7.6
2764,PR33,PR-5,PR-5.7,PR-5.7.6
2769,PR33,PR-5,PR-5.7,PR-5.7.6
2771,PR33,PR-5,PR-5.7,PR-5.7.6
2772,PR33,PR-5,PR-5.7,PR-5.7.6
2773,PR33,PR-5,PR-5.7,PR-5.7.6
2779,PR33,PR-5,PR-5.7,PR-5.7.6
2792,PR33,PR-5,PR-5.7,PR-5.7.6
2799,PR33,PR-5,PR-5.7,PR-5.7.6
280,PR33,PR-5,PR-5.7,PR-5.7.5
284,PR33,PR-5,PR-5.7,PR-5.7.6
285,PR33,PR-5,PR-5.7,PR-5.7.6
2891,PR33,PR-5,PR-5.7,PR-5.7.6
2892,PR33,PR-5,PR-5.7,PR-5.7.6
2899,PR33,PR-5,PR-5.7,PR-5.7.6
290,PR33,PR-5,PR-5.7,PR-5.7.6
292,PR33,PR-5,PR-5.7,PR-5.7.6
293,PR33,PR-5,PR-5.7,PR-5.7.6
2931,PR33,PR-5,PR-5.7,PR-5.7.6
2932,PR33,PR-5,PR-5.7,PR-5.7.6
2933,PR33,PR-5,PR-5.7,PR-5.7.6
2939,PR33,PR-5,PR-5.7,PR-5.7.6
294,PR33,PR-5,PR-5.7,PR-5.7.6
2951,PR33,PR-5,PR-5.7,PR-5.7.6
2952,PR33,PR-5,PR-5.7,PR-5.7.6
2953,PR33,PR-5,PR-5.7,PR-5.7.6
2954,PR33,PR-5,PR-5.7,PR-5.7.6
2959,PR33,PR-5,PR-5.7,PR-5.7.6
2992,PR33,PR-5,PR-5.7,PR-5.7.6
2999,PR33,PR-5,PR-5.7,PR-5.7.6
311,PR34,PR-6,PR-6.1,NA
3121,PR34,PR-6,PR-6.1,NA
3129,PR34,PR-6,PR-6.1,NA
3142,PR35,PR-6,PR-6.2,NA
3143,PR35,PR-6,PR-6.2,NA
3144,PR35,PR-6,PR-6.2,NA
3220,PR36,PR-6,PR-6.3,NA
3221,PR36,PR-6,PR-6.3,NA
3222,PR36,PR-6,PR-6.3,NA
3223,PR36,PR-6,PR-6.3,NA
3224,PR36,PR-6,PR-6.3,NA
3225,PR36,PR-6,PR-6.3,NA
3226,PR36,PR-6,PR-6.3,NA
3227,PR36,PR-6,PR-6.3,NA
3229,PR36,PR-6,PR-6.3,NA
323,PR36,PR-6,PR-6.3,NA
3230,PR36,PR-6,PR-6.3,NA
3239,PR36,PR-6,PR-6.3,NA
324,PR36,PR-6,PR-6.3,NA
3241,PR36,PR-6,PR-6.3,NA
3249,PR36,PR-6,PR-6.3,NA
325,PR36,PR-6,PR-6.3,NA
3250,PR36,PR-6,PR-6.3,NA
3259,PR36,PR-6,PR-6.3,NA
3322,PR37,PR-6,PR-6.4,PR-6.4.1
3323,PR37,PR-6,PR-6.4,PR-6.4.1
3324,PR37,PR-6,PR-6.4,PR-6.4.2
3326,PR37,PR-6,PR-6.4,PR-6.4.3
3327,PR37,PR-6,PR-6.4,PR-6.4.4
3372,PR37,PR-6,PR-6.4,PR-6.4.1
3320,PR38,PR-6,PR-6.5,NA
3325,PR38,PR-6,PR-6.5,NA
3328,PR38,PR-6,PR-6.5,NA
3329,PR38,PR-6,PR-6.5,NA
3402,PR38,PR-6,PR-6.5,NA
3404,PR39,PR-6,PR-6.6,PR-6.6.1
3406,PR39,PR-6,PR-6.6,PR-6.6.1
3409,PR39,PR-6,PR-6.6,PR-6.6.2
3491,PR39,PR-6,PR-6.6,PR-6.6.3
3141,PR40,PR-6,PR-6.7,NA
3145,PR40,PR-6,PR-6.7,NA
3148,PR40,PR-6,PR-6.7,NA
3149,PR40,PR-6,PR-6.7,NA
3321,PR40,PR-6,PR-6.7,NA
3420,PR40,PR-6,PR-6.7,NA
3421,PR40,PR-6,PR-6.7,NA
3422,PR40,PR-6,PR-6.7,NA
3423,PR40,PR-6,PR-6.7,NA
3424,PR40,PR-6,PR-6.7,NA
3425,PR40,PR-6,PR-6.7,NA
3426,PR40,PR-6,PR-6.7,NA
3427,PR40,PR-6,PR-6.7,NA
3428,PR40,PR-6,PR-6.7,NA
3429,PR40,PR-6,PR-6.7,NA
310,PR41,PR-6,PR-6.8,NA
3193,PR41,PR-6,PR-6.8,NA
3194,PR41,PR-6,PR-6.8,NA
3195,PR41,PR-6,PR-6.8,NA
3201,PR41,PR-6,PR-6.8,NA
3228,PR41,PR-6,PR-6.8,NA
3331,PR41,PR-6,PR-6.8,NA
3332,PR41,PR-6,PR-6.8,NA
3333,PR41,PR-6,PR-6.8,NA
3371,PR41,PR-6,PR-6.8,NA
3373,PR41,PR-6,PR-6.8,NA
3378,PR41,PR-6,PR-6.8,NA
3379,PR41,PR-6,PR-6.8,NA
3391,PR41,PR-6,PR-6.8,NA
3471,PR41,PR-6,PR-6.8,NA
3472,PR41,PR-6,PR-6.8,NA
3492,PR41,PR-6,PR-6.8,NA
9655,PR41,PR-6,PR-6.8,NA
9656,PR41,PR-6,PR-6.8,NA
9723,PR41,PR-6,PR-6.8,NA
9737,PR41,PR-6,PR-6.8,NA
9741,PR41,PR-6,PR-6.8,NA
9742,PR41,PR-6,PR-6.8,NA
9743,PR41,PR-6,PR-6.8,NA
9749,PR41,PR-6,PR-6.8,NA
3001,PR42,PR-6,PR-6.9,NA
3009,PR42,PR-6,PR-6.9,NA
301,PR42,PR-6,PR-6.9,NA
3021,PR42,PR-6,PR-6.9,NA
3022,PR42,PR-6,PR-6.9,NA
3029,PR42,PR-6,PR-6.9,NA
303,PR42,PR-6,PR-6.9,NA
304,PR42,PR-6,PR-6.9,NA
313,PR42,PR-6,PR-6.9,NA
315,PR42,PR-6,PR-6.9,NA
3161,PR42,PR-6,PR-6.9,NA
3162,PR42,PR-6,PR-6.9,NA
3163,PR42,PR-6,PR-6.9,NA
3164,PR42,PR-6,PR-6.9,NA
3169,PR42,PR-6,PR-6.9,NA
3171,PR42,PR-6,PR-6.9,NA
3172,PR42,PR-6,PR-6.9,NA
3173,PR42,PR-6,PR-6.9,NA
3174,PR42,PR-6,PR-6.9,NA
3175,PR42,PR-6,PR-6.9,NA
3179,PR42,PR-6,PR-6.9,NA
3191,PR42,PR-6,PR-6.9,NA
3192,PR42,PR-6,PR-6.9,NA
3198,PR42,PR-6,PR-6.9,NA
3199,PR42,PR-6,PR-6.9,NA
320,PR42,PR-6,PR-6.9,NA
3209,PR42,PR-6,PR-6.9,NA
321,PR42,PR-6,PR-6.9,NA
326,PR42,PR-6,PR-6.9,NA
329,PR42,PR-6,PR-6.9,NA
330,PR42,PR-6,PR-6.9,NA
331,PR42,PR-6,PR-6.9,NA
3334,PR42,PR-6,PR-6.9,NA
3339,PR42,PR-6,PR-6.9,NA
3341,PR42,PR-6,PR-6.9,NA
3342,PR42,PR-6,PR-6.9,NA
3343,PR42,PR-6,PR-6.9,NA
3348,PR42,PR-6,PR-6.9,NA
3349,PR42,PR-6,PR-6.9,NA
3392,PR42,PR-6,PR-6.9,NA
3393,PR42,PR-6,PR-6.9,NA
3398,PR42,PR-6,PR-6.9,NA
3399,PR42,PR-6,PR-6.9,NA
3401,PR42,PR-6,PR-6.9,NA
3403,PR42,PR-6,PR-6.9,NA
3405,PR42,PR-6,PR-6.9,NA
341,PR42,PR-6,PR-6.9,NA
343,PR42,PR-6,PR-6.9,NA
344,PR42,PR-6,PR-6.9,NA
3451,PR42,PR-6,PR-6.9,NA
3452,PR42,PR-6,PR-6.9,NA
3459,PR42,PR-6,PR-6.9,NA
346,PR42,PR-6,PR-6.9,NA
3473,PR42,PR-6,PR-6.9,NA
3474,PR42,PR-6,PR-6.9,NA
3479,PR42,PR-6,PR-6.9,NA
3481,PR42,PR-6,PR-6.9,NA
3482,PR42,PR-6,PR-6.9,NA
3483,PR42,PR-6,PR-6.9,NA
3484,PR42,PR-6,PR-6.9,NA
3485,PR42,PR-6,PR-6.9,NA
3489,PR42,PR-6,PR-6.9,NA
3493,PR42,PR-6,PR-6.9,NA
3499,PR42,PR-6,PR-6.9,NA
3500,PR43,PR-7,PR-7.1,NA
3501,PR43,PR-7,PR-7.1,NA
3502,PR43,PR-7,PR-7.1,NA
3503,PR43,PR-7,PR-7.1,NA
3504,PR43,PR-7,PR-7.1,NA
3505,PR43,PR-7,PR-7.1,NA
3506,PR43,PR-7,PR-7.1,NA
3507,PR43,PR-7,PR-7.1,NA
3508,PR43,PR-7,PR-7.1,NA
3509,PR43,PR-7,PR-7.1,NA
3510,PR43,PR-7,PR-7.1,NA
3511,PR43,PR-7,PR-7.1,NA
3512,PR43,PR-7,PR-7.1,NA
3513,PR43,PR-7,PR-7.1,NA
3514,PR43,PR-7,PR-7.1,NA
3520,PR43,PR-7,PR-7.1,NA
3521,PR43,PR-7,PR-7.1,NA
3522,PR43,PR-7,PR-7.1,NA
3523,PR43,PR-7,PR-7.1,NA
3524,PR43,PR-7,PR-7.1,NA
3525,PR43,PR-7,PR-7.1,NA
3526,PR43,PR-7,PR-7.1,NA
3527,PR43,PR-7,PR-7.1,NA
3528,PR43,PR-7,PR-7.1,NA
3596,PR43,PR-7,PR-7.1,NA
3597,PR43,PR-7,PR-7.1,NA
3599,PR43,PR-7,PR-7.1,NA
3610,PR44,PR-7,PR-7.2,PR-7.2.5
3611,PR44,PR-7,PR-7.2,PR-7.2.1
3612,PR44,PR-7,PR-7.2,PR-7.2.2
3613,PR44,PR-7,PR-7.2,PR-7.2.3
3614,PR44,PR-7,PR-7.2,PR-7.2.4
3615,PR44,PR-7,PR-7.2,PR-7.2.5
3616,PR44,PR-7,PR-7.2,PR-7.2.5
3617,PR44,PR-7,PR-7.2,PR-7.2.5
3619,PR44,PR-7,PR-7.2,PR-7.2.5
362,PR44,PR-7,PR-7.2,PR-7.2.5
363,PR44,PR-7,PR-7.2,PR-7.2.5
3631,PR44,PR-7,PR-7.2,PR-7.2.5
3632,PR44,PR-7,PR-7.2,PR-7.2.5
3633,PR44,PR-7,PR-7.2,PR-7.2.5
3634,PR44,PR-7,PR-7.2,PR-7.2.5
3639,PR44,PR-7,PR-7.2,PR-7.2.5
0066,PR45,PR-7,PR-7.3,PR-7.3.1
1755,PR45,PR-7,PR-7.3,PR-7.3.1
3601,PR45,PR-7,PR-7.3,PR-7.3.1
3602,PR45,PR-7,PR-7.3,PR-7.3.1
3605,PR45,PR-7,PR-7.3,PR-7.3.2
3604,PR46,PR-7,PR-7.4,NA
3721,PR47,PR-7,PR-7.5,PR-7.5.2
3722,PR47,PR-7,PR-7.5,PR-7.5.2
3723,PR47,PR-7,PR-7.5,PR-7.5.2
8852,PR47,PR-7,PR-7.5,PR-7.5.1
8853,PR47,PR-7,PR-7.5,PR-7.5.1
8854,PR47,PR-7,PR-7.5,PR-7.5.1
8855,PR47,PR-7,PR-7.5,PR-7.5.1
8856,PR47,PR-7,PR-7.5,PR-7.5.1
8857,PR47,PR-7,PR-7.5,PR-7.5.1
0050,PR48,PR-7,PR-7.6,NA
0051,PR48,PR-7,PR-7.6,NA
0052,PR48,PR-7,PR-7.6,NA
0053,PR48,PR-7,PR-7.6,NA
0054,PR48,PR-7,PR-7.6,NA
0056,PR48,PR-7,PR-7.6,PR-7.6.1
0057,PR48,PR-7,PR-7.6,PR-7.6.1
1751,PR48,PR-7,PR-7.6,PR-7.6.3
1752,PR48,PR-7,PR-7.6,PR-7.6.3
3770,PR48,PR-7,PR-7.6,PR-7.6.1
3771,PR48,PR-7,PR-7.6,PR-7.6.1
3772,PR48,PR-7,PR-7.6,PR-7.6.1
3773,PR48,PR-7,PR-7.6,PR-7.6.1
3774,PR48,PR-7,PR-7.6,PR-7.6.1
3775,PR48,PR-7,PR-7.6,PR-7.6.1
3776,PR48,PR-7,PR-7.6,PR-7.6.1
3777,PR48,PR-7,PR-7.6,PR-7.6.1
3778,PR48,PR-7,PR-7.6,PR-7.6.1
3779,PR48,PR-7,PR-7.6,PR-7.6.1
3780,PR48,PR-7,PR-7.6,PR-7.6.2
3781,PR48,PR-7,PR-7.6,PR-7.6.2
3782,PR48,PR-7,PR-7.6,PR-7.6.2
3783,PR48,PR-7,PR-7.6,PR-7.6.2
3785,PR48,PR-7,PR-7.6,PR-7.6.2
3786,PR48,PR-7,PR-7.6,PR-7.6.2
3787,PR48,PR-7,PR-7.6,PR-7.6.2
3789,PR48,PR-7,PR-7.6,PR-7.6.2
3794,PR48,PR-7,PR-7.6,PR-7.6.3
3795,PR48,PR-7,PR-7.6,PR-7.6.3
3796,PR48,PR-7,PR-7.6,PR-7.6.3
3797,PR48,PR-7,PR-7.6,PR-7.6.3
3798,PR48,PR-7,PR-7.6,PR-7.6.3
3531,PR49,PR-7,PR-7.7,NA
3532,PR49,PR-7,PR-7.7,NA
3533,PR49,PR-7,PR-7.7,NA
3534,PR49,PR-7,PR-7.7,NA
3535,PR49,PR-7,PR-7.7,NA
3539,PR49,PR-7,PR-7.7,NA
3541,PR49,PR-7,PR-7.7,NA
3542,PR49,PR-7,PR-7.7,NA
3550,PR49,PR-7,PR-7.7,NA
3551,PR49,PR-7,PR-7.7,NA
3552,PR49,PR-7,PR-7.7,NA
3553,PR49,PR-7,PR-7.7,NA
3554,PR49,PR-7,PR-7.7,NA
3555,PR49,PR-7,PR-7.7,NA
3560,PR49,PR-7,PR-7.7,NA
3561,PR49,PR-7,PR-7.7,NA
3562,PR49,PR-7,PR-7.7,NA
3563,PR49,PR-7,PR-7.7,NA
3570,PR49,PR-7,PR-7.7,NA
3571,PR49,PR-7,PR-7.7,NA
3572,PR49,PR-7,PR-7.7,NA
3573,PR49,PR-7,PR-7.7,NA
3581,PR49,PR-7,PR-7.7,NA
3582,PR49,PR-7,PR-7.7,NA
3583,PR49,PR-7,PR-7.7,NA
3584,PR49,PR-7,PR-7.7,NA
3591,PR49,PR-7,PR-7.7,NA
3592,PR49,PR-7,PR-7.7,NA
3593,PR49,PR-7,PR-7.7,NA
3594,PR49,PR-7,PR-7.7,NA
3595,PR49,PR-7,PR-7.7,NA
3598,PR49,PR-7,PR-7.7,NA
3600,PR49,PR-7,PR-7.7,NA
3603,PR49,PR-7,PR-7.7,NA
3609,PR49,PR-7,PR-7.7,NA
3691,PR49,PR-7,PR-7.7,NA
3699,PR49,PR-7,PR-7.7,NA
3710,PR49,PR-7,PR-7.7,NA
3711,PR49,PR-7,PR-7.7,NA
3712,PR49,PR-7,PR-7.7,NA
3731,PR49,PR-7,PR-7.7,NA
3732,PR49,PR-7,PR-7.7,NA
3733,PR49,PR-7,PR-7.7,NA
3734,PR49,PR-7,PR-7.7,NA
3735,PR49,PR-7,PR-7.7,NA
3736,PR49,PR-7,PR-7.7,NA
3737,PR49,PR-7,PR-7.7,NA
374,PR49,PR-7,PR-7.7,NA
3741,PR49,PR-7,PR-7.7,NA
3749,PR49,PR-7,PR-7.7,NA
3752,PR49,PR-7,PR-7.7,NA
3753,PR49,PR-7,PR-7.7,NA
3754,PR49,PR-7,PR-7.7,NA
3755,PR49,PR-7,PR-7.7,NA
3760,PR49,PR-7,PR-7.7,NA
3761,PR49,PR-7,PR-7.7,NA
3762,PR49,PR-7,PR-7.7,NA
3763,PR49,PR-7,PR-7.7,NA
3764,PR49,PR-7,PR-7.7,NA
3765,PR49,PR-7,PR-7.7,NA
3766,PR49,PR-7,PR-7.7,NA
3767,PR49,PR-7,PR-7.7,NA
3768,PR49,PR-7,PR-7.7,NA
3790,PR49,PR-7,PR-7.7,NA
3791,PR49,PR-7,PR-7.7,NA
3799,PR49,PR-7,PR-7.7,NA
3961,PR50,PR-7,PR-7.8,NA
3962,PR50,PR-7,PR-7.8,NA
3963,PR50,PR-7,PR-7.8,NA
3964,PR50,PR-7,PR-7.8,NA
3965,PR50,PR-7,PR-7.8,NA
3966,PR50,PR-7,PR-7.8,NA
3811,PR51,PR-7,PR-7.9,NA
3812,PR51,PR-7,PR-7.9,NA
3834,PR52,PR-7,PR-7.10,NA
3844,PR52,PR-7,PR-7.10,NA
3864,PR52,PR-7,PR-7.10,NA
3971,PR52,PR-7,PR-7.10,NA
3973,PR52,PR-7,PR-7.10,NA
3978,PR52,PR-7,PR-7.10,NA
3859,PR53,PR-7,PR-7.11,NA
3891,PR54,PR-7,PR-7.12,PR-7.12.1
3892,PR54,PR-7,PR-7.12,PR-7.12.2
3893,PR54,PR-7,PR-7.12,PR-7.12.3
3897,PR54,PR-7,PR-7.12,PR-7.12.3
3925,PR55,PR-7,PR-7.13,NA
3929,PR55,PR-7,PR-7.13,NA
390,PR56,PR-7,PR-7.14,NA
391,PR56,PR-7,PR-7.14,NA
3921,PR56,PR-7,PR-7.14,NA
3922,PR56,PR-7,PR-7.14,NA
3923,PR56,PR-7,PR-7.14,NA
3924,PR56,PR-7,PR-7.14,NA
3926,PR56,PR-7,PR-7.14,NA
3928,PR56,PR-7,PR-7.14,NA
3927,PR57,PR-7,PR-7.15,NA
3942,PR57,PR-7,PR-7.15,NA
3943,PR57,PR-7,PR-7.15,NA
3993,PR57,PR-7,PR-7.15,NA
3995,PR58,PR-7,PR-7.16,NA
0061,PR59,PR-7,PR-7.17,NA
0062,PR59,PR-7,PR-7.17,NA
0063,PR59,PR-7,PR-7.17,NA
0064,PR59,PR-7,PR-7.17,NA
0065,PR59,PR-7,PR-7.17,NA
1753,PR59,PR-7,PR-7.17,NA
1754,PR59,PR-7,PR-7.17,NA
3801,PR59,PR-7,PR-7.17,NA
3802,PR59,PR-7,PR-7.17,NA
3831,PR59,PR-7,PR-7.17,NA
3832,PR59,PR-7,PR-7.17,NA
3841,PR59,PR-7,PR-7.17,NA
3842,PR59,PR-7,PR-7.17,NA
3851,PR59,PR-7,PR-7.17,NA
3852,PR59,PR-7,PR-7.17,NA
3861,PR59,PR-7,PR-7.17,NA
3862,PR59,PR-7,PR-7.17,NA
3881,PR59,PR-7,PR-7.17,NA
3882,PR59,PR-7,PR-7.17,NA
3972,PR59,PR-7,PR-7.17,NA
3974,PR59,PR-7,PR-7.17,NA
3975,PR59,PR-7,PR-7.17,NA
3976,PR59,PR-7,PR-7.17,NA
3981,PR59,PR-7,PR-7.17,NA
3982,PR59,PR-7,PR-7.17,NA
3983,PR59,PR-7,PR-7.17,NA
3984,PR59,PR-7,PR-7.17,NA
3985,PR59,PR-7,PR-7.17,NA
3986,PR59,PR-7,PR-7.17,NA
3987,PR59,PR-7,PR-7.17,NA
3988,PR59,PR-7,PR-7.17,NA
3989,PR59,PR-7,PR-7.17,NA
3808,PR60,PR-7,PR-7.18,NA
3818,PR60,PR-7,PR-7.18,NA
0040,PR61,PR-7,PR-7.19,PR-7.19.2
0041,PR61,PR-7,PR-7.19,PR-7.19.2
0042,PR61,PR-7,PR-7.19,PR-7.19.2
0043,PR61,PR-7,PR-7.19,PR-7.19.2
0044,PR61,PR-7,PR-7.19,PR-7.19.2
0045,PR61,PR-7,PR-7.19,PR-7.19.2
0046,PR61,PR-7,PR-7.19,PR-7.19.2
0047,PR61,PR-7,PR-7.19,PR-7.19.2
0048,PR61,PR-7,PR-7.19,PR-7.19.2
0055,PR61,PR-7,PR-7.19,NA
1756,PR61,PR-7,PR-7.19,NA
1771,PR61,PR-7,PR-7.19,PR-7.19.2
3800,PR61,PR-7,PR-7.19,PR-7.19.2
3803,PR61,PR-7,PR-7.19,PR-7.19.2
3804,PR61,PR-7,PR-7.19,PR-7.19.2
3805,PR61,PR-7,PR-7.19,PR-7.19.2
3806,PR61,PR-7,PR-7.19,PR-7.19.2
3807,PR61,PR-7,PR-7.19,PR-7.19.2
3809,PR61,PR-7,PR-7.19,PR-7.19.2
3810,PR61,PR-7,PR-7.19,PR-7.19.2
3813,PR61,PR-7,PR-7.19,PR-7.19.2
3814,PR61,PR-7,PR-7.19,PR-7.19.2
3815,PR61,PR-7,PR-7.19,PR-7.19.2
3816,PR61,PR-7,PR-7.19,PR-7.19.2
3830,PR61,PR-7,PR-7.19,PR-7.19.2
3833,PR61,PR-7,PR-7.19,PR-7.19.2
3835,PR61,PR-7,PR-7.19,PR-7.19.2
3836,PR61,PR-7,PR-7.19,PR-7.19.2
3837,PR61,PR-7,PR-7.19,PR-7.19.2
3838,PR61,PR-7,PR-7.19,PR-7.19.2
3839,PR61,PR-7,PR-7.19,PR-7.19.2
3840,PR61,PR-7,PR-7.19,PR-7.19.2
3843,PR61,PR-7,PR-7.19,PR-7.19.2
3845,PR61,PR-7,PR-7.19,PR-7.19.2
3846,PR61,PR-7,PR-7.19,PR-7.19.2
3847,PR61,PR-7,PR-7.19,PR-7.19.2
